Country/Region,ObservationDate,SNo,Confirmed,Deaths,Recovered
 Azerbaijan,2020-02-29,2738,1,0,0
"('St. Martin',)",2020-03-31,4771,2,0,0
Afghanistan,2020-02-29,15495,6,0,0
Afghanistan,2020-03-31,197190,1164,27,26
Afghanistan,2020-04-30,465635,27074,890,2927
Afghanistan,2020-05-31,802647,225674,5007,24129
Afghanistan,2020-06-30,1295222,750944,15016,184768
Afghanistan,2020-07-31,2030462,1077247,33518,688117
Afghanistan,2020-08-31,2745956,1163297,42101,843438
Afghanistan,2020-09-30,3340065,1163868,42987,949104
Afghanistan,2020-10-31,4157668,1245948,46287,1039280
Afghanistan,2020-11-30,4710738,1308111,49133,1058724
Afghanistan,2020-12-31,5588029,1522209,62357,1207801
Afghanistan,2021-01-31,6321733,1668119,71838,1403684
Afghanistan,2021-02-28,6341650,1553102,67864,1358287
Afghanistan,2021-03-31,7720705,1737068,76227,1541980
Afghanistan,2021-04-30,8171625,1733260,76300,1566429
Afghanistan,2021-05-31,8553695,1849351,79523,1595705
Albania,2020-03-31,168175,2232,91,241
Albania,2020-04-30,465665,15632,728,7902
Albania,2020-05-31,802678,28873,975,21760
Albania,2020-06-30,1295252,50880,1221,32742
Albania,2020-07-31,2030493,119660,3302,67686
Albania,2020-08-31,2745987,230278,6945,120294
Albania,2020-09-30,3340095,350148,10286,200469
Albania,2020-10-31,4157699,523084,13731,305370
Albania,2020-11-30,4710768,866248,19239,424181
Albania,2020-12-31,5588060,1540509,31857,819127
Albania,2021-01-31,6321764,2088163,39480,1250570
Albania,2021-02-28,6341678,2610775,44037,1622660
Albania,2021-03-31,7720736,3652195,63810,2525857
Albania,2021-04-30,8171655,3865660,69887,3010039
Albania,2021-05-31,8553724,3824532,70366,3536358
Algeria,2020-02-29,13175,5,0,0
Algeria,2020-03-31,196087,4823,324,594
Algeria,2020-04-30,465695,69497,9197,24072
Algeria,2020-05-31,802709,211394,16901,109804
Algeria,2020-06-30,1295282,337819,23600,233399
Algeria,2020-07-31,2030524,674286,32720,467472
Algeria,2020-08-31,2746018,1185076,42428,826991
Algeria,2020-09-30,3340125,1458290,48964,1026971
Algeria,2020-10-31,4157730,1683631,57192,1177057
Algeria,2020-11-30,4710798,2074384,65248,1373852
Algeria,2020-12-31,5588091,2884170,81232,1902624
Algeria,2021-01-31,6321795,3212268,87734,2181520
Algeria,2021-02-28,6341706,3096714,82303,2126923
Algeria,2021-03-31,7720767,3577898,94314,2481861
Algeria,2021-04-30,8171685,3581338,94693,2495622
Algeria,2021-05-31,8553753,3632765,97614,2530537
Andorra,2020-03-31,194374,2787,39,37
Andorra,2020-04-30,465725,19106,917,5636
Andorra,2020-05-31,802740,23498,1518,18505
Andorra,2020-06-30,1295312,25511,1545,23239
Andorra,2020-07-31,2030555,27174,1612,24877
Andorra,2020-08-31,2746049,31382,1632,26677
Andorra,2020-09-30,3340155,45275,1590,32128
Andorra,2020-10-31,4157761,103067,1895,69118
Andorra,2020-11-30,4710828,174907,2266,143348
Andorra,2020-12-31,5588122,230115,2478,209606
Andorra,2021-01-31,6321826,279226,2805,253747
Andorra,2021-02-28,6341734,293412,2986,277194
Andorra,2021-03-31,7720798,352375,3499,336906
Andorra,2021-04-30,8171715,380633,3637,361236
Andorra,2021-05-31,8553782,391334,3681,380219
Angola,2020-03-31,106283,48,6,1
Angola,2020-04-30,465755,601,60,129
Angola,2020-05-31,802771,1639,85,466
Angola,2020-06-30,1295342,4660,210,1668
Angola,2020-07-31,2030586,20049,915,5708
Angola,2020-08-31,2746080,59160,2627,22283
Angola,2020-09-30,3340185,111469,4268,41899
Angola,2020-10-31,4157792,233349,7325,94176
Angola,2020-11-30,4710858,404417,9636,196092
Angola,2020-12-31,5588153,508018,11686,286751
Angola,2021-01-31,6321857,580289,13481,473400
Angola,2021-02-28,6341762,569508,13697,527106
Angola,2021-03-31,7720829,666295,16193,618101
Angola,2021-04-30,8171745,726071,16851,668606
Angola,2021-05-31,8553811,879290,19449,746655
Antigua and Barbuda,2020-03-31,149979,61,0,0
Antigua and Barbuda,2020-04-30,465785,617,62,125
Antigua and Barbuda,2020-05-31,802802,776,93,561
Antigua and Barbuda,2020-06-30,1295372,1026,90,629
Antigua and Barbuda,2020-07-31,2030617,2366,93,1551
Antigua and Barbuda,2020-08-31,2746111,2881,93,2558
Antigua and Barbuda,2020-09-30,3340215,2886,90,2743
Antigua and Barbuda,2020-10-31,4157823,3586,93,3163
Antigua and Barbuda,2020-11-30,4710888,4047,107,3745
Antigua and Barbuda,2020-12-31,5588184,4656,143,4343
Antigua and Barbuda,2021-01-31,6321888,5759,175,4906
Antigua and Barbuda,2021-02-28,6341790,12957,279,5943
Antigua and Barbuda,2021-03-31,7720860,30085,770,18051
Antigua and Barbuda,2021-04-30,8171775,36073,911,28597
Antigua and Barbuda,2021-05-31,8553840,36092,1060,33043
Argentina,2020-03-31,190304,6494,158,923
Argentina,2020-04-30,465815,77576,3482,19590
Argentina,2020-05-31,802833,275556,11562,84929
Argentina,2020-06-30,1295402,1091252,26775,335157
Argentina,2020-07-31,2030648,3728771,69223,1556787
Argentina,2020-08-31,2746142,9244163,183974,6029870
Argentina,2020-09-30,3340245,17545982,371729,13413943
Argentina,2020-10-31,4157854,29922509,795200,24249610
Argentina,2020-11-30,4710918,39307295,1062692,33912316
Argentina,2020-12-31,5588215,47136788,1278031,41776579
Argentina,2021-01-31,6321919,55312462,1412028,48805346
Argentina,2021-02-28,6341818,56733848,1407809,51092582
Argentina,2021-03-31,7720891,68713761,1674835,62045827
Argentina,2021-04-30,8171805,79416752,1774449,70049590
Argentina,2021-05-31,8553869,96289671,2040494,85377246
Armenia,2020-03-31,196919,4099,12,205
Armenia,2020-04-30,465845,36511,527,12116
Armenia,2020-05-31,802864,151445,2012,63541
Armenia,2020-06-30,1295432,520967,8745,222445
Armenia,2020-07-31,2030679,1026463,18701,671719
Armenia,2020-08-31,2746173,1286089,25394,1059630
Armenia,2020-09-30,3340275,1398359,27637,1251850
Armenia,2020-10-31,4157885,2012415,33744,1490885
Armenia,2020-11-30,4710948,3480514,53074,2395256
Armenia,2020-12-31,5588246,4636215,78705,3964417
Armenia,2021-01-31,6321950,5076072,92132,4695829
Armenia,2021-02-28,6341846,4741148,87995,4507424
Armenia,2021-03-31,7720922,5603135,102663,5186198
Armenia,2021-04-30,8171835,6176164,114772,5573536
Armenia,2021-05-31,8553898,6386681,124646,6006524
Aruba,2020-03-31,43556,19,0,0
Australia,2020-01-31,5261,41,0,4
Australia,2020-02-29,212101,486,0,195
Australia,2020-03-31,1658142,35620,192,2346
Australia,2020-04-30,3792156,187842,1817,86849
Australia,2020-05-31,6504336,217625,3071,195488
Australia,2020-06-30,10493805,222611,3075,205100
Australia,2020-07-31,16383837,361723,3996,256334
Australia,2020-08-31,22108935,711091,13006,381635
Australia,2020-09-30,26857250,800899,24475,614861
Australia,2020-10-31,33402865,848364,27949,679908
Australia,2020-11-30,37824528,832514,27212,669764
Australia,2020-12-31,44848351,872046,28153,697478
Australia,2021-01-31,50718100,889012,28179,703156
Australia,2021-02-28,50863624,809190,25452,640112
Australia,2021-03-31,61910038,903649,28179,711784
Australia,2021-04-30,65512740,885710,27289,694114
Australia,2021-05-31,68564642,869015,26390,680805
Austria,2020-02-29,13094,19,0,0
Austria,2020-03-31,194957,84800,626,2883
Austria,2020-04-30,465875,417242,11663,241616
Austria,2020-05-31,802895,500479,19474,447388
Austria,2020-06-30,1295462,515592,20495,481557
Austria,2020-07-31,2030710,600464,21997,539229
Austria,2020-08-31,2746204,735971,22523,645006
Austria,2020-09-30,3340305,1058863,22824,851070
Austria,2020-10-31,4157916,2039236,28062,1521700
Austria,2020-11-30,4710978,6048662,59076,4042516
Austria,2020-12-31,5588277,10147084,149705,8916607
Austria,2021-01-31,6321981,12102376,217497,11328881
Austria,2021-02-28,6341874,12191179,229966,11533469
Austria,2021-03-31,7720953,15518627,277208,14360090
Austria,2021-04-30,8171865,17593916,294285,16404817
Austria,2021-05-31,8553927,18411365,302908,17733716
Azerbaijan,2020-03-31,196722,1915,37,212
Azerbaijan,2020-04-30,465905,35353,429,16061
Azerbaijan,2020-05-31,802926,101560,1227,65682
Azerbaijan,2020-06-30,1295492,326549,3939,180444
Azerbaijan,2020-07-31,2030741,794844,10407,540422
Azerbaijan,2020-08-31,2746235,1065366,15562,971973
Azerbaijan,2020-09-30,3340335,1156339,16972,1081353
Azerbaijan,2020-10-31,4157947,1403733,19697,1242714
Azerbaijan,2020-11-30,4711008,2434291,30250,1707790
Azerbaijan,2020-12-31,5588308,5629069,63398,3893078
Azerbaijan,2021-01-31,6322012,7006474,91932,6568386
Azerbaijan,2021-02-28,6341902,6502320,89032,6342572
Azerbaijan,2021-03-31,7720984,7560926,103279,7194066
Azerbaijan,2021-04-30,8171895,8816077,121720,7822456
Azerbaijan,2021-05-31,8553956,9531948,137809,9030499
Bahamas,2020-03-31,91262,86,0,8
Bahamas,2020-04-30,465935,1578,235,281
Bahamas,2020-05-31,802957,2933,341,1201
Bahamas,2020-06-30,1295522,3100,330,2124
Bahamas,2020-07-31,2030772,6403,347,2797
Bahamas,2020-08-31,2746266,41205,722,7331
Bahamas,2020-09-30,3340365,93104,2105,44339
Bahamas,2020-10-31,4157978,170339,3612,100515
Bahamas,2020-11-30,4711038,215718,4721,158704
Bahamas,2020-12-31,5588339,238552,5125,188608
Bahamas,2021-01-31,6322043,249177,5419,201910
Bahamas,2021-02-28,6341930,233940,4977,196424
Bahamas,2021-03-31,7721015,271796,5736,237050
Bahamas,2021-04-30,8171925,289640,5771,270035
Bahamas,2021-05-31,8553985,321760,6302,290331
"Bahamas, The",2020-03-31,22109,10,0,0
Bahrain,2020-02-29,15320,167,0,0
Bahrain,2020-03-31,195302,7759,41,3046
Bahrain,2020-04-30,465965,48676,190,22965
Bahrain,2020-05-31,802988,210502,349,100507
Bahrain,2020-06-30,1295552,575360,1441,413158
Bahrain,2020-07-31,2030803,1074705,3672,943774
Bahrain,2020-08-31,2746297,1447593,5311,1345895
Bahrain,2020-09-30,3340395,1856231,6496,1678279
Bahrain,2020-10-31,4158009,2388821,8985,2262718
Bahrain,2020-11-30,4711068,2539313,10017,2472695
Bahrain,2020-12-31,5588370,2780573,10767,2718364
Bahrain,2021-01-31,6322074,3022735,11185,2919786
Bahrain,2021-02-28,6341958,3165005,11365,2969118
Bahrain,2021-03-31,7721046,4119520,15134,3889112
Bahrain,2021-04-30,8171955,4837969,17448,4504301
Bahrain,2021-05-31,8554014,5859819,21865,5335108
Bangladesh,2020-03-31,173172,546,49,133
Bangladesh,2020-04-30,465995,70283,2153,2059
Bangladesh,2020-05-31,803019,731311,10746,139045
Bangladesh,2020-06-30,1295582,2836656,37194,943347
Bangladesh,2020-07-31,2030834,6049862,77720,3155922
Bangladesh,2020-08-31,2746328,8565945,114101,5101749
Bangladesh,2020-09-30,3340425,10232791,143910,7345683
Bangladesh,2020-10-31,4158040,11965030,174118,9323916
Bangladesh,2020-11-30,4711098,13055589,187421,10548940
Bangladesh,2020-12-31,5588401,15301465,221327,13170237
Bangladesh,2021-01-31,6322105,16311378,244126,14593894
Bangladesh,2021-02-28,6341986,15145689,231880,13663390
Bangladesh,2021-03-31,7721077,17583288,267616,16007124
Bangladesh,2021-04-30,8171985,21032790,305973,18179618
Bangladesh,2021-05-31,8554043,22612188,350905,20807037
Barbados,2020-03-31,126678,255,0,0
Barbados,2020-04-30,466025,2071,122,531
Barbados,2020-05-31,803050,2697,217,1939
Barbados,2020-06-30,1295612,2860,210,2515
Barbados,2020-07-31,2030865,3209,217,2840
Barbados,2020-08-31,2746359,4654,217,3719
Barbados,2020-09-30,3340455,5515,210,4962
Barbados,2020-10-31,4158071,6692,217,6093
Barbados,2020-11-30,4711128,7563,210,7080
Barbados,2020-12-31,5588432,9713,217,8622
Barbados,2021-01-31,6322136,32342,258,17216
Barbados,2021-02-28,6342014,63279,678,47620
Barbados,2021-03-31,7721108,106483,1196,96914
Barbados,2021-04-30,8172015,112693,1311,109263
Barbados,2021-05-31,8554072,114736,1332,112654
Belarus,2020-02-29,5602,2,0,0
Belarus,2020-03-31,196698,1465,1,347
Belarus,2020-04-30,466055,149008,1171,18498
Belarus,2020-05-31,803081,888892,4986,302001
Belarus,2020-06-30,1295642,1626878,9483,955147
Belarus,2020-07-31,2030896,2029325,14953,1742259
Belarus,2020-08-31,2746390,2159686,19080,2068805
Belarus,2020-09-30,3340485,2246305,22796,2183138
Belarus,2020-10-31,4158102,2701983,28380,2464735
Belarus,2020-11-30,4711158,3481029,31736,2937343
Belarus,2020-12-31,5588463,5144839,40022,4462040
Belarus,2021-01-31,6322167,6908021,48780,6404248
Belarus,2021-02-28,6342042,7520716,51861,7213412
Belarus,2021-03-31,7721139,9451715,65544,9162503
Belarus,2021-04-30,8172045,10229519,71955,9941502
Belarus,2021-05-31,8554101,10895645,78052,10618275
Belgium,2020-02-29,45327,26,0,13
Belgium,2020-03-31,195079,89009,3145,9193
Belgium,2020-04-30,466085,993613,132664,216946
Belgium,2020-05-31,803112,1688377,273995,439785
Belgium,2020-06-30,1295672,1801706,289543,496435
Belgium,2020-07-31,2030927,1979139,303682,535284
Belgium,2020-08-31,2746421,2409779,307232,558058
Belgium,2020-09-30,3340515,2955815,298143,565779
Belgium,2020-10-31,4158133,7060830,325069,663604
Belgium,2020-11-30,38502218,15807456,432647,312851
Belgium,2020-12-31,67224461,19046283,565082,0
Belgium,2021-01-31,76029099,20983559,631655,0
Belgium,2021-02-28,76252036,20733707,606413,0
Belgium,2021-03-31,92817007,25421637,698886,0
Belgium,2021-04-30,98222610,28207302,709354,0
Belgium,2021-05-31,102802013,29831648,715015,0
Belize,2020-03-31,83568,18,0,0
Belize,2020-04-30,466115,411,46,61
Belize,2020-05-31,803143,558,62,485
Belize,2020-06-30,1295702,633,60,497
Belize,2020-07-31,2030958,1208,62,686
Belize,2020-08-31,2746452,13861,163,1491
Belize,2020-09-30,3340545,45432,578,20524
Belize,2020-10-31,4158164,84329,1286,51855
Belize,2020-11-30,4711199,142741,2883,79173
Belize,2020-12-31,5588494,285706,6300,184061
Belize,2021-01-31,6322198,355291,8649,331380
Belize,2021-02-28,6342070,340198,8716,325864
Belize,2021-03-31,7721170,383735,9795,371805
Belize,2021-04-30,8172075,376175,9569,364214
Belize,2021-05-31,8554130,369056,9369,357279
Benin,2020-03-31,133017,68,0,1
Benin,2020-04-30,466145,1178,25,486
Benin,2020-05-31,803174,6566,73,2441
Benin,2020-06-30,1295732,17757,264,6793
Benin,2020-07-31,2030989,46022,876,20334
Benin,2020-08-31,2746483,62855,1195,49576
Benin,2020-09-30,3340575,68013,1201,56453
Benin,2020-10-31,4158195,76944,1271,67677
Benin,2020-11-30,4711229,85621,1284,76714
Benin,2020-12-31,5588525,97112,1363,92574
Benin,2021-01-31,6322229,107836,1432,100552
Benin,2021-02-28,6342098,133911,1711,109001
Benin,2021-03-31,7721201,203298,2576,172521
Benin,2021-04-30,8172105,227170,2852,207064
Benin,2021-05-31,8554159,231111,2917,224656
Bhutan,2020-03-31,181730,46,0,0
Bhutan,2020-04-30,466175,167,0,73
Bhutan,2020-05-31,803205,563,0,166
Bhutan,2020-06-30,1295762,1897,0,718
Bhutan,2020-07-31,2031020,2700,0,2230
Bhutan,2020-08-31,2746514,4396,0,3294
Bhutan,2020-09-30,3340605,7485,0,5276
Bhutan,2020-10-31,4158226,9919,0,8889
Bhutan,2020-11-30,4711259,11234,0,10552
Bhutan,2020-12-31,5588556,15035,0,12845
Bhutan,2021-01-31,6322260,25294,24,18158
Bhutan,2021-02-28,6342126,24183,28,23930
Bhutan,2021-03-31,7721232,26933,31,26858
Bhutan,2021-04-30,8172135,28670,30,26831
Bhutan,2021-05-31,8554188,37558,29,32576
Bolivia,2020-03-31,159806,682,11,0
Bolivia,2020-04-30,466205,14705,882,911
Bolivia,2020-05-31,803236,137430,5477,14007
Bolivia,2020-06-30,1295792,614758,20104,127986
Bolivia,2020-07-31,2031051,1700323,62947,520061
Bolivia,2020-08-31,2746545,3085662,126236,1192668
Bolivia,2020-09-30,3340635,3821303,212820,2497080
Bolivia,2020-10-31,4158257,4317118,260850,3218525
Bolivia,2020-11-30,4711289,4298716,265610,3513282
Bolivia,2020-12-31,5588587,4637462,280226,3944610
Bolivia,2021-01-31,6322291,5778389,299667,4462898
Bolivia,2021-02-28,6342154,6603704,312089,4980609
Bolivia,2021-03-31,7721263,8093271,371377,6422914
Bolivia,2021-04-30,8172165,8619557,377844,7086956
Bolivia,2021-05-31,8554217,9623369,392899,7833422
Bosnia and Herzegovina,2020-03-31,184193,2822,50,72
Bosnia and Herzegovina,2020-04-30,466235,33408,1272,9154
Bosnia and Herzegovina,2020-05-31,803267,68816,3748,41574
Bosnia and Herzegovina,2020-06-30,1295822,95167,5006,64619
Bosnia and Herzegovina,2020-07-31,2031082,241630,7577,113943
Bosnia and Herzegovina,2020-08-31,2746576,494986,14810,300304
Bosnia and Herzegovina,2020-09-30,3340665,721110,21892,507111
Bosnia and Herzegovina,2020-10-31,4158288,1082304,30973,761040
Bosnia and Herzegovina,2020-11-30,4711319,2143108,58331,1154725
Bosnia and Herzegovina,2020-12-31,5588618,3166283,107176,2084772
Bosnia and Herzegovina,2021-01-31,6322322,3632102,137003,2663152
Bosnia and Herzegovina,2021-02-28,6342182,3535303,137362,2959282
Bosnia and Herzegovina,2021-03-31,7721294,4584265,176346,3799537
Bosnia and Herzegovina,2021-04-30,8172195,5603125,230006,4346642
Bosnia and Herzegovina,2021-05-31,8554246,5852599,259597,4872685
Botswana,2020-03-31,20769,7,1,0
Botswana,2020-04-30,466265,437,30,10
Botswana,2020-05-31,803298,843,31,470
Botswana,2020-06-30,1295852,2211,30,727
Botswana,2020-07-31,2031113,14959,36,1336
Botswana,2020-08-31,2746607,37084,87,3881
Botswana,2020-09-30,3340695,73122,345,17648
Botswana,2020-10-31,4158319,144559,610,48528
Botswana,2020-11-30,4711349,261748,858,191121
Botswana,2020-12-31,5588649,398982,1162,320549
Botswana,2021-01-31,6322353,556279,2506,446255
Botswana,2021-02-28,6342210,715384,6275,596608
Botswana,2021-03-31,7721325,1087347,13723,938911
Botswana,2021-04-30,8172225,1315455,19744,1190303
Botswana,2021-05-31,8554275,1455009,22197,1373471
Brazil,2020-01-31,85,0,0,0
Brazil,2020-02-29,10754,5,0,0
Brazil,2020-03-31,195730,37127,976,290
Brazil,2020-04-30,466295,1048506,66571,400893
Brazil,2020-05-31,10519880,7944285,509030,3206734
Brazil,2020-06-30,35575974,28128253,1353418,14805488
Brazil,2020-07-31,55198578,62641865,2370476,43969983
Brazil,2020-08-31,74519756,102903896,3345405,82386569
Brazil,2020-09-30,90548475,132059962,4004352,114602710
Brazil,2020-10-31,112636628,160991539,4732789,141354942
Brazil,2020-11-30,127561613,176837421,4986319,159574214
Brazil,2020-12-31,151262950,218249737,5702548,193984367
Brazil,2021-01-31,171073255,261187142,6483686,231929489
Brazil,2021-02-28,171574102,276456100,6713342,246496738
Brazil,2021-03-31,208846039,361059664,8826515,318572764
Brazil,2021-04-30,221008395,412565115,10952414,363175044
Brazil,2021-05-31,231311801,451476923,12576769,399216803
Brunei,2020-03-31,168596,1688,4,169
Brunei,2020-04-30,466325,4089,30,3069
Brunei,2020-05-31,803348,4354,36,4158
Brunei,2020-06-30,1295882,4230,75,4140
Brunei,2020-07-31,2031144,4371,93,4278
Brunei,2020-08-31,2746638,4416,93,4293
Brunei,2020-09-30,3340725,4355,90,4210
Brunei,2020-10-31,4158350,4554,93,4428
Brunei,2020-11-30,4711379,4455,90,4337
Brunei,2020-12-31,5588680,4715,93,4578
Brunei,2021-01-31,6322384,5379,93,5014
Brunei,2021-02-28,6342238,5133,84,4921
Brunei,2021-03-31,7721356,6155,93,5756
Brunei,2021-04-30,8172255,6588,90,6173
Brunei,2021-05-31,8554304,6747,87,6414
Bulgaria,2020-03-31,172678,3576,71,92
Bulgaria,2020-04-30,466355,25790,1111,3572
Bulgaria,2020-05-31,803379,65828,3285,19087
Bulgaria,2020-06-30,1295912,105731,5500,56205
Bulgaria,2020-07-31,2031175,254933,9167,127894
Bulgaria,2020-08-31,2746669,443823,15642,282890
Bulgaria,2020-09-30,3340755,552189,22024,394051
Bulgaria,2020-10-31,4158381,962977,30756,525515
Bulgaria,2020-11-30,4711409,3044632,72503,965073
Bulgaria,2020-12-31,5588711,5636378,187730,2744317
Bulgaria,2021-01-31,6322415,6550706,261407,4826252
Bulgaria,2021-02-28,6342266,6492052,270490,5528183
Bulgaria,2021-03-31,7721387,9012470,359929,7116546
Bulgaria,2021-04-30,8172285,11402304,448434,9038221
Bulgaria,2021-05-31,8554333,11976653,498327,10467471
Burkina Faso,2020-03-31,164525,1901,86,161
Burkina Faso,2020-04-30,466385,15230,921,7840
Burkina Faso,2020-05-31,803410,24013,1555,19258
Burkina Faso,2020-06-30,1295942,27120,1590,23827
Burkina Faso,2020-07-31,2031206,32311,1643,27517
Burkina Faso,2020-08-31,2746700,38874,1687,31233
Burkina Faso,2020-09-30,3340785,51159,1679,35199
Burkina Faso,2020-10-31,4158412,72258,1960,54133
Burkina Faso,2020-11-30,4711439,79775,2028,73482
Burkina Faso,2020-12-31,5588742,143616,2276,107617
Burkina Faso,2021-01-31,6322446,275921,3130,216951
Burkina Faso,2021-02-28,6342294,322977,3815,299024
Burkina Faso,2021-03-31,7721418,384211,4469,372301
Burkina Faso,2021-04-30,8172315,391736,4604,381450
Burkina Faso,2021-05-31,8554362,388214,4736,382157
Burma,2020-03-31,49577,55,1,0
Burma,2020-04-30,466415,2408,110,178
Burma,2020-05-31,803441,5780,186,2799
Burma,2020-06-30,1295972,8018,180,5413
Burma,2020-07-31,2031237,10335,186,8264
Burma,2020-08-31,2746731,13862,186,10109
Burma,2020-09-30,3340815,150402,2523,39272
Burma,2020-10-31,4158443,1037537,24729,489009
Burma,2020-11-30,4711469,2128623,47792,1586575
Burma,2020-12-31,5588773,3427806,72559,2792578
Burma,2021-01-31,6322477,4135212,90908,3628228
Burma,2021-02-28,6342322,3962034,89126,3626440
Burma,2021-03-31,7721449,4407423,99277,4083110
Burma,2021-04-30,8172345,4278611,96191,3956387
Burma,2021-05-31,8554391,4149543,93167,3831107
Burundi,2020-03-31,10549,2,0,0
Burundi,2020-04-30,466445,183,18,44
Burundi,2020-05-31,803472,889,31,430
Burundi,2020-06-30,1296002,3219,30,2008
Burundi,2020-07-31,2031268,8597,31,6092
Burundi,2020-08-31,2746762,12907,31,10108
Burundi,2020-09-30,3340845,14171,30,12136
Burundi,2020-10-31,4158474,16650,31,15180
Burundi,2020-11-30,4711499,19096,30,16542
Burundi,2020-12-31,5588804,23099,44,20021
Burundi,2021-01-31,6322508,36863,62,23533
Burundi,2021-02-28,6342350,52468,80,21644
Burundi,2021-03-31,7721480,77229,126,23963
Burundi,2021-04-30,8172375,102093,180,23190
Burundi,2021-05-31,8554420,125256,174,22417
Cabo Verde,2020-03-31,106491,49,8,0
Cabo Verde,2020-04-30,466475,1423,30,30
Cabo Verde,2020-05-31,803503,9336,83,2731
Cabo Verde,2020-06-30,1296032,23482,218,11083
Cabo Verde,2020-07-31,2031299,58038,606,31237
Cabo Verde,2020-08-31,2746793,98700,1042,72642
Cabo Verde,2020-09-30,3340875,148629,1446,130031
Cabo Verde,2020-10-31,4158505,232518,2518,201618
Cabo Verde,2020-11-30,4711529,295451,3052,275934
Cabo Verde,2020-12-31,5588835,353444,3415,342166
Cabo Verde,2021-01-31,6322539,399245,3719,378524
Cabo Verde,2021-02-28,6342378,412799,3918,396476
Cabo Verde,2021-03-31,7721511,504501,4892,481448
Cabo Verde,2021-04-30,8172405,604208,5685,539141
Cabo Verde,2021-05-31,8554449,799262,7076,715362
Cambodia,2020-01-31,1925,5,0,0
Cambodia,2020-02-29,47264,29,0,18
Cambodia,2020-03-31,197417,1225,0,138
Cambodia,2020-04-30,466505,3583,0,2586
Cambodia,2020-05-31,803534,3804,0,3760
Cambodia,2020-06-30,1296062,3885,0,3772
Cambodia,2020-07-31,2031330,5473,0,4267
Cambodia,2020-08-31,2746824,8173,0,7347
Cambodia,2020-09-30,3340905,8247,0,8202
Cambodia,2020-10-31,4158536,8809,0,8655
Cambodia,2020-11-30,4711559,9085,0,8745
Cambodia,2020-12-31,5588866,11076,0,10225
Cambodia,2021-01-31,6322570,13195,0,12104
Cambodia,2021-02-28,6342406,15201,0,13016
Cambodia,2021-03-31,7721542,46744,93,24993
Cambodia,2021-04-30,8172435,189155,1337,78417
Cambodia,2021-05-31,8554478,628212,4249,352451
Cameroon,2020-03-31,181373,1067,24,29
Cameroon,2020-04-30,466535,30497,825,9186
Cameroon,2020-05-31,803565,109504,4122,51653
Cameroon,2020-06-30,1296092,295083,7717,193759
Cameroon,2020-07-31,2031361,477610,11230,394819
Cameroon,2020-08-31,2746855,570225,12455,501215
Cameroon,2020-09-30,3340935,606411,12476,565958
Cameroon,2020-10-31,4158567,662489,13121,620832
Cameroon,2020-11-30,4711589,690210,12999,650791
Cameroon,2020-12-31,5588897,788845,13797,739138
Cameroon,2021-01-31,6322601,867295,14075,813812
Cameroon,2021-02-28,6342434,910920,13941,844795
Cameroon,2021-03-31,7721573,1255724,18896,1067447
Cameroon,2021-04-30,8172465,1886280,28022,1057830
Cameroon,2021-05-31,8554507,2194429,34206,1022569
Canada,2020-01-31,3781,12,0,0
Canada,2020-02-29,144796,234,0,45
Canada,2020-03-31,2238415,52012,777,3886
Canada,2020-04-30,7189726,927235,54080,296982
Canada,2020-05-31,12475013,2369720,198652,1147850
Canada,2020-06-30,19601704,3016433,254101,1822913
Canada,2020-07-31,30676306,3460185,276342,2656592
Canada,2020-08-31,41410411,3854051,282360,3403493
Canada,2020-09-30,50314915,4290890,278084,3744866
Canada,2020-10-31,62586472,6126216,305041,5154442
Canada,2020-11-30,72042558,9141329,335239,7405385
Canada,2020-12-31,89652434,15031370,432388,12349823
Canada,2021-01-31,101391903,21663417,556738,18930235
Canada,2021-02-28,101687236,23280680,594361,21621358
Canada,2021-03-31,123775777,28667193,697637,26916432
Canada,2021-04-30,130982610,33242319,706012,30332375
Canada,2021-05-31,137087843,38374241,721084,35790226
Cape Verde,2020-03-31,7703,1,0,0
Cayman Islands,2020-03-31,17025,3,0,0
Central African Republic,2020-03-31,139116,41,0,0
Central African Republic,2020-04-30,466565,444,0,131
Central African Republic,2020-05-31,803596,11339,10,463
Central African Republic,2020-06-30,1296122,70765,559,10142
Central African Republic,2020-07-31,2031392,134487,1677,38882
Central African Republic,2020-08-31,2746886,144485,1874,53571
Central African Republic,2020-09-30,3340965,143052,1860,54869
Central African Republic,2020-10-31,4158598,150498,1922,59554
Central African Republic,2020-11-30,4711619,146812,1877,57720
Central African Republic,2020-12-31,5588928,153026,1953,59644
Central African Republic,2021-01-31,6322632,154155,1953,133669
Central African Republic,2021-02-28,6342462,139885,1764,137176
Central African Republic,2021-03-31,7721604,156694,1973,152924
Central African Republic,2021-04-30,8172495,173004,2341,152196
Central African Republic,2021-05-31,8554536,198138,2735,159119
Chad,2020-03-31,113658,35,0,0
Chad,2020-04-30,466595,797,9,200
Chad,2020-05-31,803627,14051,1345,5006
Chad,2020-06-30,1296152,25427,2155,21365
Chad,2020-07-31,2031423,27639,2314,24737
Chad,2020-08-31,2746917,29949,2358,26533
Chad,2020-09-30,3340995,33155,2417,28634
Chad,2020-10-31,4158629,41806,2862,36323
Chad,2020-11-30,4711649,47873,3002,42993
Chad,2020-12-31,5588959,57171,3173,50071
Chad,2021-01-31,6322663,86880,3440,64799
Chad,2021-02-28,6342490,102859,3632,86803
Chad,2021-03-31,7721635,133784,4730,119283
Chad,2021-04-30,8172525,140453,5029,129391
