Country/Region,ObservationDate,SNo,Confirmed,Deaths,Recovered
Chad,2021-05-31,8554565,141848,4987,135181
Channel Islands,2020-03-31,4782,1,0,0
Chile,2020-03-31,190212,17663,50,583
Chile,2020-04-30,466625,264514,3274,107500
Chile,2020-05-31,6556368,1494969,15833,642471
Chile,2020-06-30,22220073,5806627,101418,4584228
Chile,2020-07-31,34730138,9983781,239082,9046718
Chile,2020-08-31,46894883,11936049,323785,11106253
Chile,2020-09-30,56987845,13147124,361583,12338711
Chile,2020-10-31,70894416,15134758,419247,14311907
Chile,2020-11-30,80292148,15945192,444645,15219199
Chile,2020-12-31,95214175,17938094,495826,17071958
Chile,2021-01-31,107687330,20661911,540938,19397898
Chile,2021-02-28,108005142,21754084,546762,20571214
Chile,2021-03-31,131470194,28062147,676397,26335365
Chile,2021-04-30,139128795,33124646,744626,31069764
Chile,2021-05-31,145616946,37172836,803908,35245454
China,2020-01-31,2615,0,0,0
China,2020-02-29,47768,0,0,0
China,2020-03-31,33527,0,0,0
Colombia,2020-01-31,86,0,0,0
Colombia,2020-02-29,0,0,0,0
Colombia,2020-03-31,180696,6132,68,109
Colombia,2020-04-30,466655,101522,4236,17078
Colombia,2020-05-31,4666910,486041,17967,118612
Colombia,2020-06-30,44202194,1698303,58061,669012
Colombia,2020-07-31,69469763,5598108,196918,2601550
Colombia,2020-08-31,91846108,14404679,466128,9177653
Colombia,2020-09-30,111818870,21921158,696562,18110915
Colombia,2020-10-31,141798132,29361707,889237,25308753
Colombia,2020-11-30,160593203,35992828,1023991,32937600
Colombia,2020-12-31,190437557,45578807,1233616,41790357
Colombia,2021-01-31,215383867,58374546,1501117,53289554
Colombia,2021-02-28,216018600,61356188,1608609,58113695
Colombia,2021-03-31,262949595,71861747,1906300,68607821
Colombia,2021-04-30,278266500,78567887,2035213,73679539
Colombia,2021-05-31,291242505,89997493,2343680,84324762
Comoros,2020-04-30,20248,1,0,0
Comoros,2020-05-31,803704,1116,31,257
Comoros,2020-06-30,1296182,5961,117,3403
Comoros,2020-07-31,2031454,10233,217,9131
Comoros,2020-08-31,2746948,12580,217,11682
Comoros,2020-09-30,3341025,13863,210,13041
Comoros,2020-10-31,4158660,15608,217,14969
Comoros,2020-11-30,4711679,17436,210,16514
Comoros,2020-12-31,5588990,20497,224,19119
Comoros,2021-01-31,6322694,51485,1390,34214
Comoros,2021-02-28,6342518,92325,3556,76904
Comoros,2021-03-31,7721666,112884,4517,106940
Comoros,2021-04-30,8172555,113736,4380,107960
Comoros,2021-05-31,8554594,111980,4234,107195
Congo (Brazzaville),2020-03-31,139139,97,0,0
Congo (Brazzaville),2020-04-30,466686,3419,157,296
Congo (Brazzaville),2020-05-31,803735,12105,427,2852
Congo (Brazzaville),2020-06-30,1296212,25460,832,9695
Congo (Brazzaville),2020-07-31,2031485,73328,1496,19605
Congo (Brazzaville),2020-08-31,2746979,116513,2109,49431
Congo (Brazzaville),2020-09-30,3341055,146292,2774,103740
Congo (Brazzaville),2020-10-31,4158691,159997,2818,120497
Congo (Brazzaville),2020-11-30,4711709,165519,2776,125418
Congo (Brazzaville),2020-12-31,5589021,193968,3090,159701
Congo (Brazzaville),2021-01-31,6322725,232416,3495,181226
Congo (Brazzaville),2021-02-28,6342546,234475,3455,184802
Congo (Brazzaville),2021-03-31,7721697,290998,4102,235812
Congo (Brazzaville),2021-04-30,8172585,304069,4164,246240
Congo (Brazzaville),2021-05-31,8554623,328094,4317,238032
Congo (Kinshasa),2020-03-31,160135,642,41,10
Congo (Kinshasa),2020-04-30,466716,8639,659,789
Congo (Kinshasa),2020-05-31,803766,48228,1628,7137
Congo (Kinshasa),2020-06-30,1296242,152518,3414,21195
Congo (Kinshasa),2020-07-31,2031516,253461,5994,131200
Congo (Kinshasa),2020-08-31,2747010,298422,7344,264017
Congo (Kinshasa),2020-09-30,3341085,312145,7969,293014
Congo (Kinshasa),2020-10-31,4158722,340349,9000,320572
Congo (Kinshasa),2020-11-30,4711739,357658,9653,333785
Congo (Kinshasa),2020-12-31,5589052,465473,12964,403464
Congo (Kinshasa),2021-01-31,6322756,633392,19582,459625
Congo (Kinshasa),2021-02-28,6342574,682090,19347,442729
Congo (Kinshasa),2021-03-31,7721728,841033,22362,726530
Congo (Kinshasa),2021-04-30,8172615,867489,22475,777262
Congo (Kinshasa),2021-05-31,8554652,887000,22482,778682
Costa Rica,2020-03-31,180619,2987,24,29
Costa Rica,2020-04-30,466746,17866,122,3490
Costa Rica,2020-05-31,803797,26697,260,16677
Costa Rica,2020-06-30,1296272,58319,356,27768
Costa Rica,2020-07-31,2031547,309536,1823,85332
Costa Rica,2020-08-31,2747041,890542,9155,301277
Costa Rica,2020-09-30,3341115,1771225,19556,687362
Costa Rica,2020-10-31,4158753,2901099,35904,1745670
Costa Rica,2020-11-30,4711769,3734891,46733,2295379
Costa Rica,2020-12-31,5589083,4796194,60628,3605171
Costa Rica,2021-01-31,6322787,5681017,74860,4396680
Costa Rica,2021-02-28,6342602,5594208,76359,4604813
Costa Rica,2021-03-31,7721759,6522718,89213,5862223
Costa Rica,2021-04-30,8172645,6872891,92092,5910877
Costa Rica,2021-05-31,8554681,8215648,103859,6422010
Croatia,2020-02-29,13101,18,0,0
Croatia,2020-03-31,196377,6404,36,355
Croatia,2020-04-30,466776,49646,1043,17337
Croatia,2020-05-31,803828,68134,2877,57173
Croatia,2020-06-30,1296302,70331,3178,63977
Croatia,2020-07-31,2031578,124811,3808,91096
Croatia,2020-08-31,2747072,217353,5123,168878
Croatia,2020-09-30,3341145,415353,6960,346166
Croatia,2020-10-31,4158784,831572,11578,638991
Croatia,2020-11-30,4711799,2599232,33031,2038035
Croatia,2020-12-31,5589114,5539120,89251,4861455
Croatia,2021-01-31,6322818,6921173,141227,6639101
Croatia,2021-02-28,6342630,6657593,148719,6437203
Croatia,2021-03-31,7721790,7881286,177184,7522695
Croatia,2021-04-30,8172675,9063636,194602,8450188
Croatia,2021-05-31,8554710,10085484,221658,9655017
Cuba,2020-03-31,155117,1020,28,27
Cuba,2020-04-30,466806,25438,862,6691
Cuba,2020-05-31,803859,56950,2389,42619
Cuba,2020-06-30,1296332,67429,2527,59906
Cuba,2020-07-31,2031609,75857,2687,70952
Cuba,2020-08-31,2747103,102621,2767,85293
Cuba,2020-09-30,3341175,145208,3300,123789
Cuba,2020-10-31,4158815,192396,3876,175254
Cuba,2020-11-30,4711829,228288,3933,210465
Cuba,2020-12-31,5589145,305830,4283,271429
Cuba,2021-01-31,6322849,554408,5331,437951
Cuba,2021-02-28,6342658,1088096,7503,938807
Cuba,2021-03-31,7721821,1949383,11676,1812130
Cuba,2021-04-30,8172705,2738557,15307,2568932
Cuba,2021-05-31,8554739,3578620,23071,3371026
Curacao,2020-03-31,11676,2,0,0
Cyprus,2020-03-31,168873,2089,41,106
Cyprus,2020-04-30,466836,19846,354,2553
Cyprus,2020-05-31,803890,28209,506,15455
Cyprus,2020-06-30,1296362,29366,548,24396
Cyprus,2020-07-31,2031640,32017,589,26152
Cyprus,2020-08-31,2747134,41372,610,27569
Cyprus,2020-09-30,3341205,47357,654,38441
Cyprus,2020-10-31,4158846,82890,757,47593
Cyprus,2020-11-30,4711859,222920,1134,59344
Cyprus,2020-12-31,5589176,500151,2626,63767
Cyprus,2021-01-31,6322880,872089,5121,63767
Cyprus,2021-02-28,6342686,913382,6175,57596
Cyprus,2021-03-31,7721852,1250242,7469,63767
Cyprus,2021-04-30,8172735,1655891,8484,873609
Cyprus,2021-05-31,8554768,2038265,9925,1132769
Czech Republic,2020-03-31,195757,25984,110,168
Czech Republic,2020-04-30,466866,184001,4582,36091
Czech Republic,2020-05-31,803921,262979,9018,162452
Czech Republic,2020-06-30,1296392,307889,10017,218370
Czech Republic,2020-07-31,2031671,430742,11146,279968
Czech Republic,2020-08-31,2747165,628547,12429,450813
Czech Republic,2020-09-30,3341235,1302767,14972,717412
Czech Republic,2020-10-31,4158877,5443207,47264,2314286
Czech Republic,2020-11-30,4711889,13617115,183953,9757000
Czech Republic,2020-12-31,5589207,18743896,307408,16098379
Czech Republic,2021-01-31,6322911,26959120,436680,22604594
Czech Republic,2021-02-28,6342714,30777715,512288,27210994
Czech Republic,2021-03-31,7721883,43611257,731177,37625977
Czech Republic,2021-04-30,8172765,47718289,843904,44302838
Czech Republic,2021-05-31,8554797,47847218,864237,46116440
Denmark,2020-02-29,8228,5,0,0
Denmark,2020-03-31,472123,32709,542,508
Denmark,2020-04-30,1410877,203547,9093,106039
Denmark,2020-05-31,2424090,338822,16639,280840
Denmark,2020-06-30,3905658,373368,17867,338687
Denmark,2020-07-31,6112294,414692,18918,383190
Denmark,2020-08-31,8258824,490789,19230,429808
Denmark,2020-09-30,10040475,658184,19065,528592
Denmark,2020-10-31,12494008,1116242,21144,889341
Denmark,2020-11-30,14152732,1916850,23058,1470593
Denmark,2020-12-31,16785353,3767540,31323,2754157
Denmark,2021-01-31,18986487,5785270,54016,5106895
Denmark,2021-02-28,19044214,5754590,63855,5511923
Denmark,2021-03-31,23183443,6880888,74220,6551077
Denmark,2021-04-30,24535515,7249735,73605,6901738
Denmark,2021-05-31,25681037,7717107,72566,7293885
Diamond Princess,2020-03-31,67331,4984,70,4187
Diamond Princess,2020-04-30,466926,21360,361,18977
Diamond Princess,2020-05-31,803983,22072,403,20127
Diamond Princess,2020-06-30,1296452,21360,390,19530
Diamond Princess,2020-07-31,2031733,22072,403,20181
Diamond Princess,2020-08-31,2747227,22072,403,20181
Diamond Princess,2020-09-30,3341295,21360,390,19530
Diamond Princess,2020-10-31,4158939,22072,403,20357
Diamond Princess,2020-11-30,4711949,21360,390,19770
Diamond Princess,2020-12-31,5589269,22072,403,21589
Diamond Princess,2021-01-31,6322973,22072,403,21669
Diamond Princess,2021-02-28,6342770,19936,364,19572
Diamond Princess,2021-03-31,7721945,22072,403,21669
Diamond Princess,2021-04-30,8172825,21360,390,20970
Diamond Princess,2021-05-31,8554855,20648,377,20271
Djibouti,2020-03-31,120586,125,0,0
Djibouti,2020-04-30,466956,16283,41,4672
Djibouti,2020-05-31,804014,54254,244,29946
Djibouti,2020-06-30,1296482,132173,1210,92109
Djibouti,2020-07-31,2031764,153695,1748,148405
Djibouti,2020-08-31,2747258,165639,1839,160611
Djibouti,2020-09-30,3341325,161960,1825,159982
Djibouti,2020-10-31,4158970,169641,1891,166740
Djibouti,2020-11-30,4711979,169185,1830,165766
Djibouti,2020-12-31,5589300,178378,1891,174932
Djibouti,2021-01-31,6323004,182684,1898,179955
Djibouti,2021-02-28,6342798,167737,1764,164228
Djibouti,2021-03-31,7721976,203948,1986,187913
Djibouti,2021-04-30,8172855,300878,3281,261798
Djibouti,2021-05-31,8554884,330450,4361,324161
Dominica,2020-03-31,91586,79,0,0
Dominica,2020-04-30,466986,460,0,200
Dominica,2020-05-31,804045,496,0,467
Dominica,2020-06-30,1296512,538,0,506
Dominica,2020-07-31,2031795,558,0,558
Dominica,2020-08-31,2747289,576,0,558
Dominica,2020-09-30,3341355,718,0,564
Dominica,2020-10-31,4159001,1061,0,833
Dominica,2020-11-30,4712009,2033,0,1366
Dominica,2020-12-31,5589331,2696,0,2426
Dominica,2021-01-31,6323035,3325,0,3070
Dominica,2021-02-28,6342826,3612,0,3264
Dominica,2021-03-31,7722007,4761,0,4363
Dominica,2021-04-30,8172885,5029,0,4878
Dominica,2021-05-31,8554913,5199,0,5083
Dominican Republic,2020-03-31,197448,6140,220,30
Dominican Republic,2020-04-30,467016,115932,5552,11513
Dominican Republic,2020-05-31,804076,376401,12982,160836
Dominican Republic,2020-06-30,1296542,721962,18404,418221
Dominican Republic,2020-07-31,2031826,1543434,29158,758649
Dominican Republic,2020-08-31,2747320,2630788,44550,1623317
Dominican Republic,2020-09-30,3341385,3143556,59230,2356696
Dominican Republic,2020-10-31,4159032,3727191,67808,3006958
Dominican Republic,2020-11-30,4712039,4036491,68649,3307677
Dominican Republic,2020-12-31,5589362,4864830,73568,3791590
Dominican Republic,2021-01-31,6323066,5941766,76846,4423371
Dominican Republic,2021-02-28,6342854,6413645,82092,4936155
Dominican Republic,2021-03-31,7722038,7652946,100163,6293163
Dominican Republic,2021-04-30,8172915,7794798,102213,6546649
Dominican Republic,2021-05-31,8554942,8030455,103400,6769052
East Timor,2020-03-31,7707,1,0,0
Ecuador,2020-03-31,196436,16469,423,84
Ecuador,2020-04-30,467046,321161,12586,23439
Ecuador,2020-05-31,804107,1029314,76863,210913
Ecuador,2020-06-30,1296572,1429745,118831,702114
Ecuador,2020-07-31,2031857,2217004,160481,978383
Ecuador,2020-08-31,2747351,3121790,189640,2521381
Ecuador,2020-09-30,3341415,3678159,304684,3008490
Ecuador,2020-10-31,4159063,4714534,379203,4009025
Ecuador,2020-11-30,4712069,5411330,390757,4740172
Ecuador,2020-12-31,5589393,6306084,430061,5504187
Ecuador,2021-01-31,6323097,7125483,445664,6083704
Ecuador,2021-02-28,6342882,7472445,428747,6333926
Ecuador,2021-03-31,7722069,9480656,505563,8151264
Ecuador,2021-04-30,8172945,10654344,527926,9029273
Ecuador,2021-05-31,8554971,11812018,568804,10060360
Egypt,2020-02-29,34291,16,0,2
Egypt,2020-03-31,196175,7140,338,1430
Egypt,2020-04-30,467076,83386,6017,20364
Egypt,2020-05-31,804138,403993,19547,103095
Egypt,2020-06-30,1296602,1406847,54759,374233
Egypt,2020-07-31,2031888,2615575,125273,849040
Egypt,2020-08-31,2747382,2991066,159360,1825324
Egypt,2020-09-30,3341445,3038840,170670,2574263
Egypt,2020-10-31,4159094,3263459,189211,3043034
Egypt,2020-11-30,4712099,3339298,193889,3034327
Egypt,2020-12-31,5589424,3859859,218457,3295247
Egypt,2021-01-31,6323128,4792291,264116,3779202
Egypt,2021-02-28,6342910,4878915,280696,3787773
Egypt,2021-03-31,7722100,5961213,352754,4586590
Egypt,2021-04-30,8172975,6435218,379473,4864279
Egypt,2021-05-31,8555000,7091051,413104,5249845
El Salvador,2020-03-31,113806,156,1,0
El Salvador,2020-04-30,467106,5333,181,1195
El Salvador,2020-05-31,804169,41262,809,15244
El Salvador,2020-06-30,1296632,122784,2638,64224
El Salvador,2020-07-31,2031919,347650,9534,192851
El Salvador,2020-08-31,2747413,692113,18654,341914
El Salvador,2020-09-30,3341475,819156,23725,581185
El Salvador,2020-10-31,4159125,969372,28261,822081
El Salvador,2020-11-30,4712129,1095940,31368,980896
El Salvador,2020-12-31,5589455,1318177,37941,1198384
El Salvador,2021-01-31,6323159,1573181,45846,1396055
El Salvador,2021-02-28,6342938,1619262,48855,1463448
El Salvador,2021-03-31,7722131,1939285,60446,1832314
El Salvador,2021-04-30,8173005,2010965,62006,1900252
El Salvador,2021-05-31,8555029,2064799,63275,1932116
Equatorial Guinea,2020-03-31,139224,130,0,1
Equatorial Guinea,2020-04-30,467136,2867,9,140
Equatorial Guinea,2020-05-31,804200,21842,219,2079
Equatorial Guinea,2020-06-30,1296662,46572,660,10725
Equatorial Guinea,2020-07-31,2031950,95881,1594,27115
Equatorial Guinea,2020-08-31,2747444,150812,2573,85727
Equatorial Guinea,2020-09-30,3341505,149975,2490,135108
Equatorial Guinea,2020-10-31,4159156,157079,2573,152928
Equatorial Guinea,2020-11-30,4712159,153445,2542,149409
Equatorial Guinea,2020-12-31,5589486,161321,2640,156894
Equatorial Guinea,2021-01-31,6323190,166183,2666,160844
Equatorial Guinea,2021-02-28,6342966,159963,2461,152419
Equatorial Guinea,2021-03-31,7722162,203858,3051,187113
Equatorial Guinea,2021-04-30,8173035,219014,3176,206649
Equatorial Guinea,2021-05-31,8555058,230839,3263,217589
Eritrea,2020-03-31,99354,65,0,0
Eritrea,2020-04-30,467166,1027,0,141
Eritrea,2020-05-31,804231,1209,0,1120
Eritrea,2020-06-30,1296692,3083,0,1240
Eritrea,2020-07-31,2031981,7490,0,4055
Eritrea,2020-08-31,2747475,9178,0,7933
Eritrea,2020-09-30,3341535,10664,0,9270
Eritrea,2020-10-31,4159187,13346,0,11826
Eritrea,2020-11-30,4712189,15545,0,13592
Eritrea,2020-12-31,5589517,24769,12,17513
Eritrea,2021-01-31,6323221,54320,172,33106
Eritrea,2021-02-28,6342994,70980,196,53795
Eritrea,2021-03-31,7722193,95058,233,83807
Eritrea,2021-04-30,8173065,104836,300,98080
Eritrea,2021-05-31,8555087,111375,370,105970
Estonia,2020-02-29,8253,3,0,0
Estonia,2020-03-31,196396,7350,14,135
Estonia,2020-04-30,467196,41075,978,4090
Estonia,2020-05-31,804262,55005,1903,30002
Estonia,2020-06-30,1296722,58725,2068,51856
Estonia,2020-07-31,2032012,62542,2139,58851
Estonia,2020-08-31,2747506,68481,1967,61886
Estonia,2020-09-30,3341565,83987,1920,69387
Estonia,2020-10-31,4159218,125799,2151,97932
Estonia,2020-11-30,4712219,241995,2554,152102
Estonia,2020-12-31,5589548,612913,5139,381941
Estonia,2021-01-31,6323252,1127645,10037,807209
Estonia,2021-02-28,6343022,1495578,14034,1171685
Estonia,2021-03-31,7722224,2713051,23021,1967130
Estonia,2021-04-30,8173095,3472209,31686,2959301
Estonia,2021-05-31,8555116,3668312,35236,3419677
Eswatini,2020-03-31,145128,75,0,0
Eswatini,2020-04-30,467226,843,15,202
Eswatini,2020-05-31,804293,6137,57,2454
Eswatini,2020-06-30,1296752,15782,150,8209
Eswatini,2020-07-31,2032043,50503,701,23763
Eswatini,2020-08-31,2747537,115702,2187,70448
Eswatini,2020-09-30,3341595,153585,3035,130530
Eswatini,2020-10-31,4159249,177725,3546,166012
Eswatini,2020-11-30,4712249,183907,3558,174101
Eswatini,2020-12-31,5589579,227464,4358,202597
Eswatini,2021-01-31,6323283,394910,11725,259919
Eswatini,2021-02-28,6343050,462296,17505,349096
Eswatini,2021-03-31,7722255,534337,20503,488864
Eswatini,2021-04-30,8173125,541073,20097,519371
Eswatini,2021-05-31,8555145,536937,19473,516261
Ethiopia,2020-03-31,150249,203,0,8
Ethiopia,2020-04-30,467256,2558,73,547
Ethiopia,2020-05-31,804324,12773,159,3842
Ethiopia,2020-06-30,1296782,106607,1683,27836
Ethiopia,2020-07-31,2032074,300942,5001,116476
Ethiopia,2020-08-31,2747568,998557,16816,390344
Ethiopia,2020-09-30,3341625,1964723,31041,775493
Ethiopia,2020-10-31,4159280,2703736,41431,1287456
Ethiopia,2020-11-30,4712279,3089373,47598,1891161
Ethiopia,2020-12-31,5589610,3653211,56506,2975040
Ethiopia,2021-01-31,6323314,4052409,62674,3609556
Ethiopia,2021-02-28,6343078,4140296,62121,3609950
Ethiopia,2021-03-31,7722286,5589105,80196,4492672
Ethiopia,2021-04-30,8173155,7079762,98823,5326662
Ethiopia,2021-05-31,8555174,7693807,114826,6321623
Faroe Islands,2020-03-31,28393,10,0,0
Fiji,2020-03-31,113901,47,0,0
Fiji,2020-04-30,467286,464,0,102
Fiji,2020-05-31,804355,558,0,449
Fiji,2020-06-30,1296812,540,0,531
Fiji,2020-07-31,2032105,765,1,558
Fiji,2020-08-31,2747599,856,36,626
Fiji,2020-09-30,3341655,944,60,762
Fiji,2020-10-31,4159311,1006,62,910
Fiji,2020-11-30,4712309,1065,60,960
Fiji,2020-12-31,5589641,1405,62,1204
Fiji,2021-01-31,6323345,1659,62,1520
Fiji,2021-02-28,6343106,1577,56,1503
Fiji,2021-03-31,7722317,2031,62,1864
Fiji,2021-04-30,8173185,2357,60,1934
Fiji,2021-05-31,8555203,5446,99,3280
Finland,2020-01-31,1338,3,0,0
Finland,2020-02-29,47270,34,0,18
Finland,2020-03-31,196045,13382,69,184
Finland,2020-04-30,467316,99473,2863,37610
Finland,2020-05-31,804386,190615,8784,138200
Finland,2020-06-30,1296842,212396,9750,184300
Finland,2020-07-31,2032136,226937,10188,211950
Finland,2020-08-31,2747630,240361,10323,218910
Finland,2020-09-30,3341685,265431,10175,228100
Finland,2020-10-31,4159342,403740,10849,285600
Finland,2020-11-30,4712339,596628,11184,428700
Finland,2020-12-31,5589672,973027,14735,679100
Finland,2021-01-31,6323376,1250210,19095,953000
Finland,2021-02-28,6343134,1425623,19961,1042000
Finland,2021-03-31,7722348,2109166,24597,1426000
Finland,2021-04-30,8173215,2491149,26446,1380000
Finland,2021-05-31,8555232,2605262,26949,1334000
France,2020-01-31,2410,30,0,0
France,2020-02-29,46608,466,19,102
France,2020-03-31,1425953,407291,21318,52944
France,2020-04-30,5154067,3722085,486658,952305
France,2020-05-31,8924385,5601196,845395,1865099
France,2020-06-30,14389017,5914824,883625,2193201
France,2020-07-31,22484896,6640187,932591,2456195
France,2020-08-31,30356486,8150489,943557,2607525
France,2020-09-30,36886815,13600511,934708,2763282
France,2020-10-31,45885558,28819320,1044346,3368409
France,2020-11-30,51966234,59593616,1355192,4391703
France,2020-12-31,61622265,76678082,1836787,5755372
France,2021-01-31,75650568,91573599,2181113,6663378
France,2021-02-28,76259820,98925593,2298523,6942026
France,2021-03-31,92825625,130615782,2830403,8758674
France,2021-04-30,98230950,157155770,3008778,9713846
France,2021-05-31,102810075,167790121,3117805,10923372
French Guiana,2020-03-31,79986,117,0,6
Gabon,2020-03-31,145129,86,12,0
Gabon,2020-04-30,467376,3106,45,428
Gabon,2020-05-31,804448,40885,320,9537
Gabon,2020-06-30,1296902,120239,878,44019
Gabon,2020-07-31,2032198,195607,1438,112198
Gabon,2020-08-31,2747692,252682,1609,195022
Gabon,2020-09-30,3341745,259821,1600,231652
Gabon,2020-10-31,4159404,275060,1678,259175
Gabon,2020-11-30,4712399,272546,1725,268012
Gabon,2020-12-31,5589734,290679,1941,285965
Gabon,2021-01-31,6323438,310352,2055,301498
Gabon,2021-02-28,6343190,356809,2078,328016
Gabon,2021-03-31,7722410,529781,3115,461418
Gabon,2021-04-30,8173275,641075,3911,544164
Gabon,2021-05-31,8555290,688873,4188,594048
Gambia,2020-03-31,91725,30,9,0
Gambia,2020-04-30,467406,233,30,102
Gambia,2020-05-31,804479,680,31,387
Gambia,2020-06-30,1296932,1016,41,702
Gambia,2020-07-31,2032229,4434,131,1359
Gambia,2020-08-31,2747723,56688,1718,12045
Gambia,2020-09-30,3341775,101729,3141,51593
Gambia,2020-10-31,4159435,112779,3645,79304
Gambia,2020-11-30,4712429,111147,3655,106142
Gambia,2020-12-31,5589765,117237,3816,112964
Gambia,2021-01-31,6323469,121312,3920,114827
Gambia,2021-02-28,6343218,123614,3888,110401
Gambia,2021-03-31,7722441,156651,4862,141450
Gambia,2021-04-30,8173305,170688,5086,155728
Gambia,2021-05-31,8555319,172439,5092,163534
"Gambia, The",2020-03-31,29027,4,0,0
Georgia,2020-02-29,10786,4,0,0
Georgia,2020-03-31,197030,1256,0,132
Georgia,2020-04-30,467436,9767,104,2574
Georgia,2020-05-31,804510,20931,339,12544
Georgia,2020-06-30,1296962,25966,410,21537
Georgia,2020-07-31,2032260,31917,480,27177
Georgia,2020-08-31,2747754,41023,542,33487
Georgia,2020-09-30,3341805,91939,664,46509
Georgia,2020-10-31,4159466,573395,4265,269731
Georgia,2020-11-30,4712459,2505524,22454,1968487
Georgia,2020-12-31,5589796,5970896,59506,5176899
Georgia,2021-01-31,6323500,7590826,89577,7213508
Georgia,2021-02-28,6343246,7429803,94071,7221418
Georgia,2021-03-31,7722472,8552929,113354,8337366
Georgia,2021-04-30,8173335,8819854,117780,8413392
Georgia,2021-05-31,8555348,9517714,128458,8948784
Germany,2020-01-31,1649,17,0,0
Germany,2020-02-29,46537,561,0,174
Germany,2020-03-31,195006,588179,3876,68254
Germany,2020-04-30,467466,3942925,115270,2191330
Germany,2020-05-31,9062749,5427815,242992,4664012
Germany,2020-06-30,22242324,5670762,264281,5179784
Germany,2020-07-31,34754092,6265079,281460,5770005
Germany,2020-08-31,46919125,7024733,286250,6291811
Germany,2020-09-30,57011305,8023521,281455,7099678
Germany,2020-10-31,70918658,11676143,304666,9139990
Germany,2020-11-30,80315864,24572075,393286,15966344
Germany,2020-12-31,95238913,44141683,763375,32848466
Germany,2021-01-31,107712068,62555458,1428068,52216261
Germany,2021-02-28,108027486,65660655,1824513,59746817
Germany,2021-03-31,131494932,81277883,2289398,74155407
Germany,2021-04-30,139152735,93513080,2390995,82951800
Germany,2021-05-31,145640088,103826264,2494331,95093120
Ghana,2020-03-31,144779,1146,38,40
Ghana,2020-04-30,467496,24029,254,2230
Ghana,2020-05-31,804554,164583,820,40447
Ghana,2020-06-30,1296992,370733,2018,199471
Ghana,2020-07-31,2032291,826344,4478,697630
Ghana,2020-08-31,2747785,1296178,7284,1223292
Ghana,2020-09-30,3341835,1368073,8725,1339395
Ghana,2020-10-31,4159497,1465886,9609,1443153
Ghana,2020-11-30,4712489,1501148,9647,1459912
Ghana,2020-12-31,5589827,1651837,10201,1613673
Ghana,2021-01-31,6323531,1813441,10980,1737077
Ghana,2021-02-28,6343274,2124578,14647,1922119
Ghana,2021-03-31,7722503,2726591,21331,2587215
Ghana,2021-04-30,8173365,2746420,22914,2679998
Ghana,2021-05-31,8555377,2703677,22694,2640644
Gibraltar,2020-03-31,28471,7,0,1
Greece,2020-02-29,10708,12,0,0
Greece,2020-03-31,195852,13397,339,495
Greece,2020-04-30,467526,64317,3088,10949
Greece,2020-05-31,804585,86384,4958,42594
Greece,2020-06-30,1297022,94867,5567,41220
Greece,2020-07-31,2032322,121131,6078,42594
Greece,2020-08-31,2747816,222406,7112,41973
Greece,2020-09-30,3341865,424201,9706,40410
Greece,2020-10-31,4159528,802968,15446,63484
Greece,2020-11-30,4712519,2243451,38340,692220
Greece,2020-12-31,5589858,3904326,117878,2694614
Greece,2021-01-31,6323562,4585941,167609,2906684
Greece,2021-02-28,6343302,4844582,172138,2625392
Greece,2021-03-31,7722534,7014206,224129,2906684
Greece,2021-04-30,8173395,9230831,278093,2812920
Greece,2021-05-31,8555406,10849598,328518,2719156
Greenland,2020-03-31,41851,3,0,0
Grenada,2020-03-31,91775,52,0,0
Grenada,2020-04-30,467556,429,0,106
Grenada,2020-05-31,804616,674,0,464
Grenada,2020-06-30,1297052,690,0,657
Grenada,2020-07-31,2032353,715,0,713
Grenada,2020-08-31,2747847,744,0,728
Grenada,2020-09-30,3341895,720,0,720
Grenada,2020-10-31,4159559,802,0,744
Grenada,2020-11-30,4712549,1051,0,850
Grenada,2020-12-31,5589889,2429,0,1555
Grenada,2021-01-31,6323593,4240,29,3831
Grenada,2021-02-28,6343330,4144,28,4087
Grenada,2021-03-31,7722565,4696,31,4631
Grenada,2021-04-30,8173425,4694,30,4599
Grenada,2021-05-31,8555435,4658,29,4618
Guadeloupe,2020-03-31,58297,187,0,0
Guam,2020-03-31,41814,6,0,0
Guatemala,2020-03-31,144978,333,16,54
Guatemala,2020-04-30,467586,7312,205,775
Guatemala,2020-05-31,804647,67102,1318,6865
Guatemala,2020-06-30,1297082,329549,12749,61674
Guatemala,2020-07-31,2032384,1062083,42253,487816
Guatemala,2020-08-31,2747878,1938713,73876,1568432
Guatemala,2020-09-30,3341925,2495864,90528,2160686
Guatemala,2020-10-31,4159590,3106103,107934,2766629
Guatemala,2020-11-30,4712579,3454791,118488,3136254
Guatemala,2020-12-31,5589920,4047232,139914,3692575
Guatemala,2021-01-31,6323624,4594145,161539,4168908
Guatemala,2021-02-28,6343358,4687392,170427,4312471
Guatemala,2021-03-31,7722596,5723666,205061,5249193
Guatemala,2021-04-30,8173455,6287226,214777,5678599
Guatemala,2021-05-31,8555464,6973201,227545,6365581
Guernsey,2020-03-31,53589,3,0,0
Guinea,2020-03-31,150651,104,0,0
Guinea,2020-04-30,467616,15955,84,2773
Guinea,2020-05-31,804678,80843,472,35639
Guinea,2020-06-30,1297112,139077,779,99623
Guinea,2020-07-31,2032415,196485,1205,164152
Guinea,2020-08-31,2747909,261346,1616,228704
Guinea,2020-09-30,3341955,303547,1898,281869
